20 2
0.05 111.31622200000001 8.351678000000001
0.1 147.67901200000003 14.574301999999998
0.15 170.17507599999996 22.530292
0.2 203.31814000000014 31.521052
0.25 219.07241999999994 33.194278
0.3 245.33106000000006 36.953959999999995
0.35 301.70128000000005 49.084222
0.4 338.8219799999999 53.707257999999996
0.45 370.7828 59.02033400000001
0.5 419.66958 70.40317200000001
0.55 398.6789 69.86008
0.6 482.92676000000006 80.86097799999999
0.65 473.31217999999984 81.966404
0.7 501.5333200000001 91.22365999999998
0.75 535.9282599999999 96.379662
0.8 593.5713000000001 107.14874600000002
0.85 695.0995000000001 117.00079399999996
0.9 728.3464200000001 120.05081799999999
0.95 688.8190200000001 115.67462200000001
1.0 800.0502599999999 120.37570200000002
