20 2
0.05 0.04513599999999998 0.019946000000000002
0.1 0.05427200000000001 0.025622000000000002
0.15 0.07617 0.061142
0.2 0.07626400000000001 0.05679999999999997
0.25 0.11201400000000002 0.10989600000000004
0.3 0.12936999999999999 0.13848599999999997
0.35 0.15854800000000002 0.17674199999999995
0.4 0.1827259999999999 0.20458400000000002
0.45 0.20104400000000003 0.23376800000000003
0.5 0.25061599999999995 0.28310199999999996
0.55 0.304 0.33419400000000005
0.6 0.3134240000000001 0.32697200000000004
0.65 0.335036 0.3580880000000001
0.7 0.351292 0.366268
0.75 0.39548400000000006 0.38631200000000004
0.8 0.40458799999999995 0.40063000000000004
0.85 0.4398540000000001 0.4125019999999999
0.9 0.46411000000000013 0.4222000000000001
0.95 0.47043400000000013 0.42614799999999997
1.0 0.5514840000000001 0.507432
