21 2
50 30.935995999999985 10.989088000000002
55 29.5086 12.184459999999996
60 30.928599999999996 11.423833999999994
65 33.69158399999999 11.250079999999999
70 36.66489000000001 12.679627999999996
75 40.828598 10.903272
80 51.30710400000001 13.793655999999999
85 43.37165400000001 11.549765999999998
90 44.35580399999999 12.832106
95 47.70202800000001 11.800020000000002
100 50.89997600000001 11.845946
105 54.24468599999998 12.545837999999998
110 52.010657999999985 12.195568000000002
115 66.36248400000001 12.686305999999997
120 63.19021399999999 12.076366000000005
125 77.47962399999999 12.519742000000003
130 86.39481200000002 12.8369
135 78.239962 13.264248000000007
140 81.48386799999999 12.037767999999998
145 82.75744200000001 11.965332000000004
150 78.33113200000001 11.846965999999998
